Langue;Sexe;Date de naissance;Code postal;Ville;Pays
fr;M;30/09/1974;1640;RHODE-SAINT-GENÈSE;Belgium
fr;M;26/12/1977;1640;RHODE SAINT GENESE;Belgium
fr;M;10/03/2017;1650;Beersel;Belgium
fr;M;07/05/2015;1630;Linkebeek;Belgium
fr;F;04/08/2002;1180;Uccle;Belgium
fr;F;03/10/2014;1700;Dilbeek;Belgium
fr;F;30/04/1971;1190;Forest;Belgium
fr;F;09/06/1989;1630;Linkebeek;Belgium
fr;M;02/10/2018;1180;Uccle;Belgium
fr;M;14/07/1975;1180;Bruxelles;Belgium
fr;M;05/10/1959;1700;Dilbeek;Belgium
fr;M;19/12/2001;1600;sint-pieters-leeuw;Belgium
fr;M;19/12/2001;1600;sint-pieters-leeuw;Belgium
fr;F;02/05/1994;1050;Bruxelles;Belgium
fr;F;29/08/1984;1640;Rhode;Belgium
fr;F;16/03/1989;1700;Dilbeek;Belgium
fr;F;06/11/1998;1080;MOLENBEEK-SAINT-JEAN;Belgium
fr;M;01/03/2000;1170;Bruxelles;Belgium
fr;F;24/03/2015;1180;Uccle;Belgium
fr;M;02/02/2019;1180;Uccle;Belgium
fr;M;28/06/2012;1650;Beersel;Belgium
fr;F;08/12/2016;1180;Bruxelles;Belgium
fr;F;01/08/2013;1180;Bruxelles;Belgium
fr;M;21/04/2012;1780;Wemmel;Belgium
fr;M;08/12/2009;1780;Wemmel;Belgium
fr;M;20/10/1973;1180;Uccle;Belgium
fr;M;28/02/2018;1082;Bruxelles;Belgium
fr;M;22/12/2015;1082;Bruxelles;Belgium
fr;F;19/07/2008;1060;Saint-Gilles;Belgium
fr;F;20/08/2021;1190;Forest;Belgium
fr;M;04/01/2001;1070;Bruxelles;Belgium
fr;M;21/07/2001;1180;Bruxelles;Belgium
fr;M;06/06/2008;7100;La Louvière;Belgium
fr;M;23/07/1991;1428;LILLOIS-WITTERZEE;Belgium
fr;M;26/08/1971;1180;Uccle;Belgium
fr;M;09/12/2006;1180;Bruxelles;Belgium
fr;M;15/01/1973;1180;Bruxelles;Belgium
fr;M;21/05/2007;1180;Uccle;Belgium
fr;F;17/03/2015;1650;Beersel;Belgium
fr;F;16/07/2016;1650;Beersel;Belgium
fr;M;21/04/2018;1650;Beersel;Belgium
fr;M;28/07/1980;1650;Beersel;Belgium
fr;M;31/01/1971;1180;Bruxelles;Belgium
fr;M;31/01/2013;1180;Bruxelles;Belgium
fr;M;24/08/1982;1160;AUDERGHEM;Belgium
fr;M;16/01/1984;7000;Mons;Belgium
fr;F;25/11/2008;1190;Forest;Belgium
fr;M;03/09/1970;1080;Bruxelles;Belgium
fr;M;09/10/1980;1410;Waterloo;Belgium
fr;F;18/02/2010;1180;Uccle;Belgium
fr;F;16/09/2013;1180;UCCLE;Belgium
fr;F;23/11/2010;1180;UCCLE;Belgium
fr;F;20/05/2002;1180;Bruxelles;Belgium
fr;F;03/09/2006;1652;Beersel;Belgium
fr;M;16/07/2008;1652;Beersel;Belgium
fr;F;20/12/1984;1741;Wambeek;Belgium
fr;F;15/04/2005;1190;Bruxelles;Belgium
fr;F;15/04/2005;1190;Bruxelles;Belgium
fr;M;08/07/2008;1180;Uccle;Belgium
fr;M;19/07/1979;1050;Ixelles;Belgium
fr;F;19/11/2016;1180;Uccle;Belgium
fr;M;13/03/1984;1180;Uccle;Belgium
fr;F;23/10/2014;1180;Uccle;Belgium
fr;M;31/08/1982;1640;Rhode-Saint-Genèse;Belgium
fr;F;16/07/1987;1652;Alsemberg;Belgium
fr;M;03/01/1991;1180;Uccle;Belgium
fr;F;07/03/2017;1630;Linkebeek;Belgium
fr;M;31/12/2016;1700;Dilbeek;Belgium
fr;M;18/03/2013;1700;Dilbeek;Belgium
fr;M;21/03/1999;1070;Anderlecht;Belgium
fr;F;29/10/2016;1500;Halle;Belgium
fr;F;17/01/2015;1500;Halle;Belgium
fr;F;18/08/2019;1500;Halle;Belgium
fr;M;03/12/2011;1440;Braine-le-Château;Belgium
fr;F;17/02/1977;1650;Beersel;Belgium
fr;F;16/03/2011;1180;Uccle;Belgium
fr;F;06/12/2011;1190;Bruxelles;Belgium
fr;F;03/10/2008;1190;Bruxelles;Belgium
fr;M;27/11/1983;1180;Uccle;Belgium
fr;F;14/02/2018;1180;Uccle;Belgium
fr;M;10/07/2014;1180;Uccle;Belgium
fr;M;20/01/2017;1060;Bruxelles;Belgium
fr;F;21/10/2013;1060;Bruxelles;Belgium
fr;M;25/11/1980;1060;Bruxelles;Belgium
fr;F;22/01/2017;1180;Uccle;Belgium
fr;M;24/02/1975;1700;Dilbeek;Belgium
fr;F;13/02/1973;1040;Bruxelles;Belgium
fr;M;19/03/1970;1180;Bruxelles;Belgium
fr;F;28/09/1977;1652;Beersel;Belgium
fr;M;03/06/2010;1190;Forest;Belgium
fr;M;01/10/2012;1640;Rhode-Saint-Genèse;Belgium
fr;F;21/06/1981;1310;La Hulpe;Belgium
fr;M;11/05/1973;1410;Waterloo;Belgium
fr;M;13/01/2017;1190;forest;Belgium
fr;M;22/11/1976;1060;Saint-Gilles;Belgium
fr;F;06/10/2011;1060;Saint-Gilles;Belgium
fr;M;02/06/2009;1060;Saint-Gilles;Belgium
fr;F;13/05/1999;1701;Itterbeek;Belgium
fr;M;30/01/1979;1410;Waterloo;Belgium
fr;M;02/07/1973;1640;RHODE-SAINT-GENÈSE;Belgium
fr;F;25/06/2016;1050;Ixelles;Belgium
fr;M;10/09/2019;1650;Beersel;Belgium
fr;M;01/08/1998;1745;Mazenzele;Belgium
fr;F;21/03/2012;1180;Uccle;Belgium
fr;M;22/01/2012;1600;Sint-Pieters-Leeuw;Belgium
fr;F;27/09/1989;1650;Beersel;Belgium
fr;M;25/06/1982;1650;BEERSEL;Belgium
fr;F;30/05/2011;1190;Bruxelles;Belgium
fr;F;16/10/1977;1860;Meise;Belgium
fr;M;24/05/2006;1190;Bruxelles;Belgium
fr;M;01/07/2015;1640;Rhode Saint Genèse;Belgium
fr;M;25/04/2018;1640;Rhode Saint Genèse;Belgium
fr;F;12/06/2010;1180;UCCLE;Belgium
fr;M;22/09/1989;1630;Linkebeek;Belgium
fr;F;28/09/1977;1180;Uccle;Belgium
fr;F;23/09/2015;1651;Lot;Belgium
fr;M;25/01/2012;1651;LOT;Belgium
fr;M;08/04/2009;1651;LOT;Belgium
fr;M;01/05/2012;1190;Forest;Belgium
fr;M;26/05/2010;1180;uccle;Belgium
fr;M;01/07/2010;1190;Forest;Belgium
fr;F;20/03/2017;1190;Forest;Belgium
fr;F;16/11/2019;1190;Vorst;Belgium
fr;F;12/10/1972;1190;Bruxelles;Belgium
fr;M;03/04/1984;1420;BRAINE-L'ALLEUD;Belgium
fr;F;10/08/2009;1650;Beersel;Belgium
fr;F;24/02/1974;1440;Braine-le-Chateau;Belgium
fr;M;24/09/2008;7070;MIGNAULT;Belgium
fr;F;01/10/1995;1180;UCCLE;Belgium
fr;F;14/10/1995;1410;Waterloo;Belgium
fr;M;03/10/2012;1190;Forest;Belgium
fr;F;16/04/2013;1190;Brussels;Belgium
fr;F;29/04/1983;1640;Rhode-Saint-Genèse;Belgium
fr;F;20/10/2007;1180;Uccle;Belgium
fr;M;10/10/1975;1630;Linkebeek;Belgium
fr;F;16/11/1971;1180;Bruxelles;Belgium
fr;F;08/11/1975;1080;Bruxelles;Belgium
fr;M;05/11/1976;1650;Beersel;Belgium
fr;M;12/08/2016;1180;BRUSSELS;Belgium
fr;F;01/05/1989;1050;Bruxelles;Belgium
fr;M;29/08/1983;1180;Uccle;Belgium
fr;F;25/10/2013;1190;Forest;Belgium
fr;M;17/05/2017;1180;Uccle;Belgium
fr;F;22/07/1975;1540;Pajottegem (Herne);Belgium
fr;M;08/09/2014;7100;Trivières;Belgium
fr;M;26/04/1959;1180;Brussel;Belgium
fr;M;06/05/2002;1180;Uccle;Belgium
fr;F;01/04/1975;1730;Asse;Belgium
fr;F;14/10/2019;1190;Bruxelles;Belgium
fr;M;18/02/2003;1180;uccle;Belgium
fr;M;01/10/1997;1620;DROGENBOS;Belgium
fr;M;27/12/1981;1040;Bruxelles;Belgium
fr;M;04/03/1993;1703;Schepdaal;Belgium
fr;M;28/09/1973;1190;Bruxelles (Forest);Belgium
fr;M;01/12/2012;1190;Bruxelles (Forest);Belgium
fr;F;02/07/1996;1180;Bruxelles;Belgium
fr;M;26/01/1990;1160;Auderghem;Belgium
fr;F;29/10/1996;1180;Uccle;Belgium
fr;F;31/08/2014;1180;Uccle (Bruxelles);Belgium
fr;M;30/04/2016;1602;Vlezenbeek;Belgium
fr;F;09/01/2008;1654;Huizingen;Belgium
fr;M;02/02/1996;1180;UCCLE;Belgium
fr;M;01/12/1970;1050;ixelles;Belgium
fr;M;22/03/2021;1060;Saint Gilles;Belgium
fr;F;28/01/2008;1050;Ixelles;Belgium
fr;F;09/05/2013;1180;Uccle;Belgium
fr;M;09/06/2015;1190;Bruxelles;Belgium
fr;F;20/09/2017;1190;Forest;Belgium
fr;M;06/10/1985;1190;forest;Belgium
fr;M;07/04/2015;1653;Dworp;Belgium
fr;F;03/08/2014;1480;OISQUERCQ;Belgium
fr;F;17/07/2011;1180;uccle;Belgium
fr;F;19/10/2014;1180;Brussels;Belgium
fr;F;01/06/1983;1180;UCCLE;Belgium
fr;M;10/10/1990;1050;Bruxelles;Belgium
fr;M;16/06/1984;1650;Beersel;Belgium
fr;F;17/11/1985;1640;Rhode-Saint-Genèse;Belgium
fr;M;29/08/1986;1653;Dworp;Belgium
fr;F;11/12/1991;1180;Uccle;Belgium
fr;F;15/06/1989;1410;Waterloo;Belgium
fr;M;01/04/2014;1180;Uccle;Belgium
fr;F;31/01/2012;1500;Halle;Belgium
fr;M;08/03/1958;1060;saint Gilles;Belgium
fr;F;29/10/2019;1652;ruisbroek;Belgium
fr;M;16/02/1973;1380;Ohain (Belgique);Belgium
fr;F;02/02/2004;1600;Sint-Pieters-leeuw;Belgium
fr;F;03/10/1979;1190;Forest;Belgium
fr;F;23/02/2021;1620;Drogenbos;Belgium
fr;F;03/08/2020;1190;Forest;Belgium
fr;F;12/01/2015;1640;Rhode Saint Genèse;Belgium
fr;M;02/12/1978;1640;Rhode Saint Genèse;Belgium
fr;F;21/03/2012;1640;Rhode-saint-Genèse;Belgium
fr;M;27/12/2018;1180;Uccle;Belgium
fr;M;23/06/1973;1620;Drogenbos;Belgium
